window_size,epoch,train_word_mse,gated_fraction,train_mse,train_phoneme_best_guess,train_stress_best_guess,train_perfect_match_phoneme,train_perfect_match_all,holdout_mse,holdout_phoneme_best_guess,holdout_stress_best_guess,holdout_perfect_match_phoneme,holdout_perfect_match_all
5.0,2.0,0.016359679263215382,0.1744201377682146,0.02651227596767019,0.7591026112541376,0.8615299742552409,0.18021331371827878,0.13975726369988967,,,,,
5.0,3.0,0.012793329725234719,0.1370812881562883,0.022898262411840207,0.7995586612725266,0.8804707613093049,0.3194189040088268,0.24733357852151527,,,,,
5.0,4.0,0.011079155041111727,0.1199233698993315,0.01931554043040315,0.824567855829349,0.8975726369988967,0.35159985288709084,0.27252666421478483,,,,,
5.0,5.0,0.00999503817856311,0.10581409498621061,0.017727662507462813,0.8490253769768297,0.9034571533652078,0.3613460831187937,0.2909157778595072,,,,,
5.0,6.0,0.00892844387270306,0.0947823331582949,0.01602202528993192,0.8709084222140493,0.9089738874586245,0.43802868701728576,0.35950717175432145,,,,,
5.0,7.0,0.008218445729582698,0.08567146069742262,0.014642033680611719,0.8751379183523355,0.920926811327694,0.4680029422581832,0.39223979404192716,,,,,
5.0,8.0,0.00779126244107567,0.08188645745280397,0.013920795295827834,0.8782640676719382,0.9271791099668996,0.4904376609047444,0.42037513791835235,,,,,
5.0,9.0,0.007178699080694728,0.07456401408420668,0.013675075772966335,0.8795513056270687,0.9290180213313718,0.4948510481794777,0.42111070246414123,,,,,
5.0,10.0,0.006849553736538834,0.07176191778307188,0.011635310901288571,0.9005148951820522,0.9354542111070246,0.518940787054064,0.44887826406767195,,,,,
5.0,11.0,0.00633946532822669,0.06673829386425557,0.011349368485749169,0.9032732622287606,0.9339830820154469,0.5483633688856198,0.48069143067304154,,,,,
5.0,12.0,0.00601208443831366,0.063636034051419,0.011516832610710572,0.8966531813166605,0.9337991908789997,0.5228025009194557,0.4619345347554248,,,,,
5.0,13.0,0.005778765294570074,0.061083583403775975,0.010312051034424546,0.917616770871644,0.9440970945200441,0.5457888929753586,0.48050753953659436,,,,,
5.0,14.0,0.005432516551489654,0.059023181412604694,0.010135623076324006,0.9091577785950717,0.9406031629275469,0.5777859507171754,0.5167340934166973,,,,,
5.0,15.0,0.005175086933191682,0.05545064967084225,0.00937940177398125,0.9251563074659801,0.9442809856564913,0.5801765354909894,0.5228025009194557,,,,,
5.0,16.0,0.004937726300157013,0.05418470087604725,0.008725867088247997,0.9269952188304523,0.9525560867966164,0.5954394998161089,0.5406399411548364,,,,,
5.0,17.0,0.004690248877048999,0.05111569168011496,0.008624092391883824,0.9334314086061052,0.9479588083854358,0.5847738139021699,0.5268481059212946,,,,,
5.0,18.0,0.004540020574935889,0.05038257084795567,0.008036488600081186,0.9365575579257079,0.9586244942993748,0.6230231702831923,0.5579257079808754,,,,,
5.0,19.0,0.004292282100071707,0.04775980643288357,0.008820346860719318,0.9372931224714969,0.9566016917984553,0.5882677454946672,0.5285031261493196,,,,,
5.0,20.0,0.004111745620874038,0.04564261166184261,0.007753661859346112,0.9402353806546524,0.9595439499816109,0.6108863552776757,0.5555351232070614,,,,,
5.0,21.0,0.003915298488452626,0.04403927909697161,0.0071085287864938555,0.9407870540639941,0.9531077602059581,0.6325855093784479,0.5669363736667893,,,,,
5.0,22.0,0.0038057345453209423,0.04269819859627578,0.007320647806790163,0.941522618609783,0.9626700993012137,0.6364472232438396,0.5763148216255977,,,,,
5.0,23.0,0.0036649593754691104,0.041264856831203234,0.006614746618841396,0.946487679293858,0.9602795145273998,0.6371827877896286,0.5779698418536227,,,,,
5.0,24.0,0.0034684861189864333,0.03929422895480614,0.006495173026677405,0.9474071349760942,0.9630378815741081,0.6537329900698786,0.5972784111805811,,,,,
5.0,25.0,0.003410636732212023,0.03832867687867713,0.006377700612872565,0.945568223611622,0.9617506436189776,0.6625597646193453,0.5937844795880839,,,,,
5.0,26.0,0.003305935449173658,0.03754994823552544,0.00615100278583759,0.9499816108863552,0.963773446119897,0.6778227289444648,0.6108863552776757,,,,,
5.0,27.0,0.0031628846763768086,0.03601514553822263,0.006049757489076018,0.944832659065833,0.9643251195292387,0.6783744023538065,0.6222876057374035,,,,,
5.0,28.0,0.0031063578051028578,0.03541036847767646,0.00574707089132484,0.9503493931592497,0.9652445752114748,0.6669731518940787,0.6151158514159617,,,,,
5.0,29.0,0.003003253213847227,0.03380986993775475,0.005829942363208416,0.950533284295697,0.9656123574843692,0.6632953291651342,0.6037146009562339,,,,,
5.0,30.0,0.0029899360044707566,0.03396781466396876,0.005426811175624302,0.9538433247517469,0.9657962486208165,0.6951084957705038,0.6344244207429202,,,,,
5.0,31.0,0.002841764576454488,0.032343854009238816,0.005271373963410697,0.9558661272526664,0.9685546156675249,0.7000735564545789,0.6449062155204119,,,,,
5.0,32.0,0.0028177763211058257,0.03175878064243472,0.0053720184673772845,0.9542111070246414,0.9685546156675249,0.6949246046340566,0.637550570062523,,,,,
5.0,33.0,0.0027225276161478144,0.031152380525457664,0.005392154258478643,0.9532916513424053,0.9689223979404192,0.7105553512320706,0.6592497241632953,,,,,
5.0,34.0,0.002752501871166171,0.031140635006019823,0.005123749164181836,0.9586244942993748,0.9692901802133137,0.7147848473703567,0.6616403089371092,,,,,
5.0,35.0,0.002627357602955899,0.029430509874740825,0.005059868870249384,0.9597278411180581,0.9674512688488415,0.6881206325855094,0.628539904376609,,,,,
5.0,36.0,0.0025972057523077374,0.029515115226653836,0.004907269427073645,0.9584406031629276,0.9685546156675249,0.7103714600956234,0.6574108127988231,,,,,
5.0,37.0,0.0025371262090880314,0.028560214998676732,0.0050298477775354315,0.9558661272526664,0.9707613093048915,0.7320706141963957,0.6741449062155204,,,,,
5.0,38.0,0.0025086217039042087,0.028453741344126114,0.004626916332249146,0.9602795145273998,0.9692901802133137,0.7237955130562707,0.6763515998528871,,,,,
5.0,39.0,0.0024934356500781675,0.027997490116721067,0.004464763331341839,0.960463405663847,0.9691062890768665,0.7477013607944097,0.69933799190879,,,,,
5.0,40.0,0.0023971029184278857,0.026731329034213835,0.004921577442708876,0.958808385435822,0.9698418536226554,0.7258183155571901,0.6651342405296065,,,,,
5.0,41.0,0.0023263668887247126,0.025784884559884716,0.0046107539633209816,0.9599117322545053,0.9713129827142332,0.7283927914674513,0.6739610150790731,,,,,
5.0,42.0,0.0023180551590990597,0.025981706541322067,0.004635244830623174,0.9613828613460831,0.9692901802133137,0.7237955130562707,0.6735932328061788,,,,,
5.0,43.0,0.0022701071960359825,0.024866954946762825,0.004231182717815142,0.9630378815741081,0.9709452004413387,0.761125413755057,0.7066936373666789,,,,,
5.0,44.0,0.0022427544156561684,0.024225843814305512,0.004244356833148583,0.9617506436189776,0.9713129827142332,0.7732622287605737,0.7241632953291651,,,,,
5.0,45.0,0.0021794151738553274,0.02320803331284112,0.004179372463273976,0.9626700993012137,0.9716807649871276,0.7655388010297903,0.7180948878264067,,,,,
5.0,46.0,0.0021658127164760708,0.023304182569567303,0.004212250193391956,0.9617506436189776,0.9696579624862082,0.7703199705774182,0.7081647664582568,,,,,
5.0,47.0,0.0021334069057856835,0.02319128019416494,0.004178537979341767,0.962853990437661,0.9707613093048915,0.7736300110334682,0.7283927914674513,,,,,
5.0,48.0,0.002071224212620394,0.022818118206579883,0.0045062742033927464,0.9611989702096359,0.9692901802133137,0.7460463405663847,0.6894078705406399,,,,,
5.0,49.0,0.002119549122482342,0.022077905321174672,0.0040779360634441856,0.9617506436189776,0.9722324383964693,0.7681132769400515,0.718278778962854,,,,,
5.0,50.0,0.0020772532630434328,0.021753308016769647,0.003922550124144027,0.9646929018021332,0.9727841118058109,0.7811695476278043,0.7311511585141596,,,,,
5.0,51.0,0.00205088869178411,0.021569944905521925,0.004007514122008468,0.9624862081647665,0.9724163295329166,0.7793306362633321,0.7291283560132401,,,,,
5.0,52.0,0.0020050396579356193,0.021000306531075857,0.004151465548560166,0.9626700993012137,0.9716807649871276,0.7751011401250459,0.721588819418904,,,,,
5.0,53.0,0.002048004993120108,0.021116636782021463,0.003923218856295917,0.9643251195292387,0.9722324383964693,0.7716072085325487,0.7283927914674513,,,,,
5.0,54.0,0.002032800374394306,0.02109337307991165,0.003863476317110275,0.9639573372563442,0.9729680029422582,0.7846634792203016,0.7416329532916514,,,,,
5.0,55.0,0.0019791324992386467,0.01992419492900271,0.003859022281580261,0.9646929018021332,0.9720485472600221,0.8012136815005517,0.7475174696579625,0.035103910026528976,0.7746293033970715,0.7783237880592544,0.518504518254891,0.4199730402470597
7.0,1.0,0.03392806534572512,0.2529936032984109,0.03357656006089031,0.7077969841853623,0.8784479588083854,0.14178006620080913,0.08716439867598381,,,,,
7.0,2.0,0.015632437775581688,0.1682364086767934,0.02536637877923655,0.7728944464876792,0.8942625965428467,0.24751746965796248,0.1971312982714233,,,,,
7.0,3.0,0.012473608678296675,0.1306735408821948,0.021632461634282146,0.8096726737771239,0.8988598749540272,0.29955866127252667,0.2453107760205958,,,,,
7.0,4.0,0.010505431979601493,0.1109032013926246,0.018753271749114064,0.8317396101507908,0.9198234645090106,0.365759470393527,0.3151894078705406,,,,,
7.0,5.0,0.009370300100687026,0.09771170688286088,0.01552815640047387,0.8606105185730047,0.9268113276940051,0.4512688488414858,0.38892975358587717,,,,,
7.0,6.0,0.008355049216922459,0.08847070077358563,0.014423224180766143,0.8885619713129828,0.9273630011033468,0.41504229496138284,0.3449797719749908,,,,,
7.0,7.0,0.007649231391739063,0.08083021433694534,0.012824649406723206,0.8935270319970577,0.9376609047443913,0.47296800294225816,0.41099668995954397,,,,,
7.0,8.0,0.006917622507269365,0.07456959344074737,0.011480195255495144,0.9018021331371828,0.9358219933799191,0.48473703567488047,0.4183523354174329,,,,,
7.0,9.0,0.006262123063839632,0.06830654505750686,0.011024568169676565,0.9080544317763883,0.9477749172489885,0.5272158881941891,0.4597278411180581,,,,,
7.0,10.0,0.005813592757837384,0.06364736332044045,0.010147636289827223,0.917616770871644,0.947223243839647,0.4974255240897389,0.43453475542478853,,,,,
7.0,11.0,0.005422057370052885,0.06031915413646202,0.009051824987486969,0.9246046340566385,0.947223243839647,0.5689591761677087,0.5095623390952556,,,,,
7.0,12.0,0.004923177078458021,0.055011800058915615,0.008740324665011847,0.9321441706509747,0.9494299374770137,0.5685913938948143,0.49154100772342774,,,,,
7.0,13.0,0.004617669141566525,0.05373137642272285,0.007642285456332488,0.9365575579257079,0.9586244942993748,0.586428834130195,0.5216991541007724,,,,,
7.0,14.0,0.004259878735573419,0.04825776029526049,0.007168883838880224,0.941522618609783,0.9600956233909526,0.6035307098197867,0.542846634792203,,,,,
7.0,15.0,0.004016146428738104,0.04627805207612927,0.006955406299485957,0.9391320338359691,0.9665318131666054,0.6423317396101508,0.5783376241265171,,,,,
7.0,16.0,0.0037721532537744276,0.04448429615256556,0.006591197525077469,0.9452004413387275,0.9617506436189776,0.6009562339095256,0.5441338727473336,,,,,
7.0,17.0,0.003592188429596815,0.041930409334255715,0.006065734077131313,0.9516366311143802,0.963773446119897,0.6397572636998896,0.5803604266274366,,,,,
7.0,18.0,0.003362007027254988,0.0401686994629305,0.005868593247266691,0.9566016917984553,0.9691062890768665,0.6575947039352703,0.5980139757263699,,,,,
7.0,19.0,0.003150393075648715,0.03839233053271541,0.005744475754953165,0.9542111070246414,0.9676351599852887,0.6430673041559397,0.5924972416329533,,,,,
7.0,20.0,0.0029664379099442646,0.03634473261780976,0.005223701389110681,0.9577050386171386,0.9702096358955499,0.6700993012136816,0.6158514159617506,,,,,
7.0,21.0,0.0028454642491232444,0.034706405240059295,0.0050336662445552224,0.958808385435822,0.9727841118058109,0.6989702096358955,0.6443545421110702,,,,,
7.0,22.0,0.002698654451151849,0.033296681523604814,0.0045187165871580694,0.966164030893711,0.9714968738506804,0.6914306730415594,0.6197131298271423,,,,,
7.0,23.0,0.002522579001861353,0.03177813361851846,0.004317752105335939,0.9678190511217359,0.9748069143067304,0.6840750275836704,0.6289076866495035,,,,,
7.0,24.0,0.002416192000700819,0.03067787917211015,0.004123371543296578,0.9689223979404192,0.9740713497609416,0.7151526296432512,0.6666053696211842,,,,,
7.0,25.0,0.0023381387161762164,0.030044202592279717,0.003988806267214985,0.9676351599852887,0.9755424788525193,0.7160720853254873,0.6734093416697315,,,,,
7.0,26.0,0.002237120403994437,0.02810364229787324,0.004058445443566457,0.9707613093048915,0.976094152261861,0.7271055535123208,0.6781905112173593,,,,,
7.0,27.0,0.002112167955213225,0.027320245673130465,0.0037774599339104706,0.9713129827142332,0.9768297168076499,0.7364840014711291,0.6721221037146009,,,,,
7.0,28.0,0.0020233851878370267,0.026111009930240837,0.003587240949425298,0.9707613093048915,0.977749172489886,0.743839646929018,0.7015446855461567,,,,,
7.0,29.0,0.001980581962589379,0.02527850504196676,0.003698675252428265,0.9689223979404192,0.9773813902169916,0.7195660169179846,0.6658698050753954,,,,,
7.0,30.0,0.00187045254493082,0.02429949409564811,0.0034709493003506945,0.9714968738506804,0.9783008458992276,0.7600220669363736,0.7072453107760206,,,,,
7.0,31.0,0.0017953333033958563,0.022884363499748265,0.003150133948645591,0.9753585877160721,0.9784847370356748,0.7703199705774182,0.7291283560132401,,,,,
7.0,32.0,0.0017628046658768142,0.02222770989694078,0.0030397407326582283,0.9744391320338359,0.9775652813534388,0.7808017653549099,0.738874586244943,,,,,
7.0,33.0,0.0016684228419268155,0.022098489971567006,0.003165393088837848,0.9742552408973888,0.9737035674880471,0.7808017653549099,0.733909525560868,,,,,
7.0,34.0,0.0016389550327365302,0.020958750651058473,0.003018309283130178,0.9740713497609416,0.9797719749908055,0.7938580360426627,0.7464141228392791,,,,,
7.0,35.0,0.001603718386114362,0.020207817823202547,0.0028793005659879336,0.9740713497609416,0.979404192717911,0.8036042662743655,0.7576314821625597,,,,,
7.0,36.0,0.0015493914955203908,0.01954576171691566,0.002828141890736301,0.9749908054431776,0.9790364104450165,0.80066200809121,0.7554247885251931,,,,,
7.0,37.0,0.001503163520993827,0.018164503338541863,0.0027366620348704424,0.976094152261861,0.9819786686281721,0.8063626333210739,0.751195292386907,,,,,
7.0,38.0,0.0014668706044332401,0.01881202739568133,0.0026661404270427883,0.9755424788525193,0.9814269952188305,0.8155571901434351,0.7738139021699154,,,,,
7.0,39.0,0.001407643559406708,0.017320149401880224,0.0027301998532878228,0.9766458256712026,0.9816108863552777,0.8129827142331739,0.7752850312614932,,,,,
7.0,40.0,0.0013848205251780219,0.016939646678108263,0.0027094222878982963,0.9751746965796249,0.981059212945936,0.8122471496873851,0.7745494667157043,,,,,
7.0,41.0,0.0013563874056738115,0.017021393243508685,0.00277321512276218,0.9768297168076499,0.9805075395365943,0.7977197499080544,0.7568959176167709,,,,,
7.0,42.0,0.0013498858815553965,0.016764208654593316,0.0026819428755063606,0.9751746965796249,0.9812431040823832,0.816292754689224,0.7695844060316293,,,,,
7.0,43.0,0.0013207863138034659,0.01625244306975081,0.0025724320712498037,0.9759102611254138,0.981794777491725,0.8188672305994851,0.7824567855829349,,,,,
7.0,44.0,0.0013031540620171312,0.016269054236361963,0.002478317165216836,0.9762780433983081,0.9823464509010665,0.8326590658330268,0.7876057374034572,,,,,
7.0,45.0,0.0012755267951727327,0.015453302893687546,0.0024469661149890505,0.9764619345347554,0.9821625597646193,0.8484737035674881,0.80397204854726,,,,,
7.0,46.0,0.00126627918177258,0.015775314322429748,0.00242272237460896,0.9775652813534388,0.9825303420375138,0.8367046708348658,0.7986392055902906,,,,,
7.0,47.0,0.0012532363470778517,0.015135941622480116,0.002452308686281134,0.9768297168076499,0.9828981243104082,0.8361529974255241,0.8010297903641045,,,,,
7.0,48.0,0.0012284611413568946,0.014091736788852206,0.0023789180055862865,0.9766458256712026,0.9823464509010665,0.8455314453843324,0.8105921294593601,,,,,
7.0,49.0,0.001186698357036023,0.01319241890588047,0.0024436865662990806,0.9768297168076499,0.9832659065833027,0.8497609415226186,0.789996322177271,,,,,
7.0,50.0,0.0011897501718440581,0.014032888158849734,0.0024826089750296454,0.9770136079440971,0.9801397572636998,0.8346818683339463,0.7853990437660905,,,,,
7.0,51.0,0.0011941612892015915,0.013516951851567278,0.002308145187921638,0.9773813902169916,0.9830820154468555,0.8622655388010297,0.8225450533284295,,,,,
7.0,52.0,0.0011733058231548604,0.013224902127786766,0.0023100783427008323,0.9773813902169916,0.9823464509010665,0.841853622655388,0.8028687017285767,,,,,
7.0,53.0,0.0011613388589477099,0.013047907327715042,0.0022829589574807517,0.977749172489886,0.9830820154468555,0.856748804707613,0.8122471496873851,,,,,
7.0,54.0,0.001159470122271274,0.01297654364865906,0.002513044520032619,0.9764619345347554,0.982714233173961,0.8227289444648768,0.7769400514895182,,,,,
7.0,55.0,0.0011577125790905014,0.01253362630958787,0.0022886471072399305,0.9771974990805443,0.9812431040823832,0.8609783008458992,0.8219933799190879,0.03531840236468937,0.768659643817444,0.7907694941123609,0.4994258571133094,0.4069210963632862
9.0,1.0,0.029374666121483123,0.2799729115969498,0.03327117963883828,0.6759838175799926,0.8648400147112909,0.10812798823096727,0.08606105185730048,,,,,
9.0,2.0,0.015212829636512083,0.16721335918355165,0.02398990808605663,0.7907318867230599,0.8841485840382494,0.18683339463037882,0.14987127620448695,,,,,
9.0,3.0,0.012141372382506377,0.131852840535533,0.020988416611814165,0.8148216255976461,0.8990437660904744,0.312982714233174,0.23795513056270687,,,,,
9.0,4.0,0.010081225522755512,0.11154005214870616,0.01746522650639719,0.8617138653916881,0.9139389481426995,0.3955498344979772,0.321257815373299,,,,,
9.0,5.0,0.008965384964694288,0.09932137872810982,0.015330729561272478,0.8727473335785215,0.9139389481426995,0.35159985288709084,0.2927546892239794,,,,,
9.0,6.0,0.007964929925856746,0.08705989395220197,0.013308657203069979,0.8902169915410078,0.9336152997425524,0.4834497977197499,0.37146009562339094,,,,,
9.0,7.0,0.006930917768390656,0.07881483537829714,0.01238231684285662,0.8865391688120633,0.9378447958808386,0.48124310408238324,0.3994115483633689,,,,,
9.0,8.0,0.006726224585270453,0.07405124416182149,0.010669537681645786,0.9150422949613829,0.9404192717910996,0.5301581463773446,0.45660169179845533,,,,,
9.0,9.0,0.005886568339391151,0.06650329158021485,0.009961898400009633,0.9100772342773078,0.9569694740713498,0.5176535490989335,0.4573372563442442,,,,,
9.0,10.0,0.0052143916403875525,0.0611045107670109,0.009257268678846492,0.9277307833762413,0.9595439499816109,0.5621552041191614,0.4880470761309305,,,,,
9.0,11.0,0.004987766776253578,0.058161071300494624,0.007981605040991978,0.934902537697683,0.9573372563442442,0.6050018389113645,0.5316292754689224,,,,,
9.0,12.0,0.004598382268112595,0.05388784281957383,0.00746657075862758,0.9422581831555719,0.9551305627068776,0.6083118793674145,0.5445016550202281,,,,,
9.0,13.0,0.004159694609448395,0.05001040177770975,0.006812337553002716,0.9422581831555719,0.9646929018021332,0.620264803236484,0.5570062522986392,,,,,
9.0,14.0,0.003956894731960466,0.047595320598205475,0.007111838775702435,0.9372931224714969,0.962853990437661,0.6296432511952924,0.5777859507171754,,,,,
