epoch,train_word_mse,gated_fraction,holdout_mse,holdout_phoneme_best_guess,holdout_stress_best_guess,holdout_perfect_match_phoneme,holdout_perfect_match_all
1.0,0.035200600369962774,0.2559396329098248,0.045683905597021984,0.6566768181785763,0.758460583842692,0.02636777952913151,0.013294439016040339
2.0,0.01619074713784532,0.17098182789432823,0.03527660213058077,0.6976656277414431,0.777610567081999,0.1943812451411821,0.1329443901604034
3.0,0.012373919841312133,0.13149033007590705,0.033674022680377245,0.7464998680541192,0.77409438766413,0.2463893188026446,0.17448951208552946
4.0,0.010445472619909663,0.11262360492072056,0.03376793746559668,0.7489676126354229,0.7877597015883431,0.281615302869288,0.20668430699883744
5.0,0.009185820993416263,0.09993434194011142,0.03233008742590123,0.758396393954739,0.7819826116725745,0.29308389618355457,0.21624860030383214
6.0,0.00813881842354262,0.09043758421066134,0.030730068649076712,0.769586831087876,0.790719568643953,0.3669379283783495,0.2822999950074532
