damage_level,holdout_mse,holdout_phoneme_best_guess,holdout_stress_best_guess,holdout_perfect_match_phoneme,holdout_perfect_match_all
0.0,0.0339587944635261,0.7715125277264655,0.7942286158520494,0.4621529288419431,0.371245783080972
0.1,0.034158806758173274,0.771840609376003,0.7933299574207077,0.459228722835196,0.36710910141289077
0.2,0.034597153088573744,0.771184446076928,0.79166102033393,0.44826651641478077,0.35436384254933706
0.3,0.03529499094747417,0.7681247280845024,0.7896426049682973,0.43285381109629195,0.3379811567017809
0.4,0.03627372703173493,0.7622834482807809,0.7865900191856443,0.41194217204316413,0.3184103730858932
0.5,0.037552199002476236,0.7539031017980301,0.784357637526835,0.38991077605574537,0.2975914527598086
