seed,pre_finetune_phoneme_best_guess,phoneme_best_guess,perfect_match_all,stress_best_guess
42,0.7671547475554351,0.7668551947449879,0.3621450834111933,0.7853704113145376
43,0.7700218958840017,0.7729247052614312,0.3670591759444829,0.7884586581460534
44,0.7719475925225913,0.7727250033877996,0.29346903551127246,0.7833020704804969
