dictionary_pass,holdout_mse,holdout_phoneme_best_guess,holdout_stress_best_guess,holdout_perfect_match_phoneme,holdout_perfect_match_all,full_mse,full_phoneme_best_guess,full_stress_best_guess,full_perfect_match_phoneme,full_perfect_match_all
0.0,0.03360929043181966,0.7812265974366838,0.7929162892538996,0.5069503384233537,0.410073533082755,0.03242068331843656,0.788680851648163,0.8002018579167439,0.5213221006955172,0.42678530968712025
1.0,0.018221319832015557,0.8659287206955331,0.8437689449322083,0.6171715082484006,0.4782146652497343,0.01808820957549709,0.8660803174799344,0.8462996148221384,0.6184198781986584,0.4802776576242559
2.0,0.01637035607017994,0.8829319087933014,0.8534116925447012,0.6390959210892311,0.49330642112845824,0.016256456769287202,0.883148983501205,0.8558707010786353,0.6402809532637129,0.4956779061703983
3.0,0.01564240167948291,0.8835096177848782,0.8631828199330999,0.6416421199780328,0.5110941523012075,0.015551635784361662,0.883705122659581,0.8653593963487061,0.6422652028534745,0.5126367175431008
4.0,0.01470221128653525,0.8880813642490853,0.8593314266559208,0.6765899478635465,0.5276123501344422,0.014620506751916788,0.8882778224062288,0.8613291039293635,0.6772264447602766,0.5289569987710011
5.0,0.014592948347517821,0.8925675241960217,0.8678044918657147,0.6871955437953341,0.5590012053434515,0.014514313799881502,0.8926994720110953,0.8697535822914306,0.6881569822928039,0.5608903719266446
